,primary_care_case,primary_care_suspect_case,first_pos_test_sgss,a_e_consult_date,ons_covid_death_date,stp
2020-04-04,14.0,107.0,40.0,215.0,11.0,E54000012
2020-04-05,14.0,129.0,,190.0,22.0,E54000012
2020-04-06,40.0,678.0,19.0,229.0,15.0,E54000012
2020-04-07,41.0,491.0,48.0,204.0,18.0,E54000012
2020-04-08,45.0,392.0,39.0,227.0,22.0,E54000012
2020-04-09,33.0,325.0,38.0,224.0,25.0,E54000012
2020-04-10,28.0,282.0,28.0,166.0,18.0,E54000012
2020-04-11,23.0,107.0,25.0,163.0,19.0,E54000012
2020-04-12,9.0,100.0,39.0,173.0,16.0,E54000012
2020-04-13,27.0,536.0,32.0,142.0,20.0,E54000012
2020-04-14,27.0,789.0,28.0,147.0,28.0,E54000012
2020-04-15,40.0,472.0,30.0,193.0,19.0,E54000012
2020-04-16,22.0,571.0,35.0,155.0,15.0,E54000012
2020-04-17,37.0,418.0,47.0,46.0,20.0,E54000012
2020-04-18,10.0,87.0,29.0,0.0,17.0,E54000012
2020-04-19,12.0,72.0,38.0,0.0,15.0,E54000012
2020-04-20,34.0,668.0,25.0,0.0,13.0,E54000012
2020-04-21,32.0,394.0,39.0,0.0,7.0,E54000012
2020-04-22,25.0,374.0,63.0,0.0,13.0,E54000012
2020-04-23,22.0,339.0,56.0,0.0,13.0,E54000012
2020-04-24,26.0,346.0,69.0,0.0,16.0,E54000012
2020-04-25,7.0,82.0,74.0,0.0,10.0,E54000012
2020-04-26,15.0,69.0,79.0,0.0,16.0,E54000012
2020-04-27,32.0,457.0,49.0,0.0,8.0,E54000012
2020-04-28,33.0,383.0,36.0,0.0,8.0,E54000012
2020-04-29,27.0,301.0,71.0,0.0,15.0,E54000012
2020-04-30,29.0,287.0,36.0,0.0,9.0,E54000012
2020-05-01,38.0,286.0,52.0,0.0,14.0,E54000012
2020-05-02,8.0,77.0,33.0,0.0,10.0,E54000012
2020-05-03,10.0,79.0,31.0,0.0,7.0,E54000012
2020-05-04,34.0,365.0,45.0,0.0,11.0,E54000012
2020-05-05,27.0,309.0,59.0,0.0,15.0,E54000012
2020-05-06,23.0,241.0,58.0,0.0,14.0,E54000012
2020-05-07,24.0,217.0,43.0,0.0,,E54000012
2020-05-08,35.0,98.0,56.0,0.0,9.0,E54000012
2020-05-09,16.0,55.0,43.0,0.0,8.0,E54000012
2020-05-10,11.0,50.0,38.0,0.0,7.0,E54000012
2020-05-11,44.0,307.0,54.0,0.0,8.0,E54000012
2020-05-12,31.0,282.0,45.0,0.0,12.0,E54000012
2020-05-13,24.0,201.0,30.0,0.0,7.0,E54000012
2020-05-14,15.0,199.0,36.0,0.0,8.0,E54000012
2020-05-15,24.0,188.0,24.0,0.0,,E54000012
2020-05-16,11.0,45.0,38.0,0.0,6.0,E54000012
2020-05-17,6.0,58.0,41.0,0.0,6.0,E54000012
2020-05-18,29.0,279.0,45.0,0.0,8.0,E54000012
2020-05-19,19.0,222.0,39.0,0.0,6.0,E54000012
2020-05-20,19.0,154.0,45.0,0.0,,E54000012
2020-05-21,27.0,147.0,39.0,0.0,,E54000012
2020-05-22,17.0,166.0,25.0,0.0,,E54000012
2020-05-23,6.0,18.0,20.0,0.0,7.0,E54000012
2020-05-24,,25.0,28.0,0.0,,E54000012
2020-05-25,10.0,22.0,36.0,0.0,,E54000012
2020-05-26,21.0,165.0,18.0,0.0,,E54000012
2020-05-27,23.0,125.0,25.0,0.0,,E54000012
2020-05-28,9.0,116.0,28.0,0.0,8.0,E54000012
2020-05-29,9.0,111.0,25.0,0.0,,E54000012
2020-05-30,6.0,21.0,20.0,0.0,,E54000012
2020-05-31,,18.0,17.0,0.0,,E54000012
2020-06-01,16.0,153.0,25.0,0.0,,E54000012
2020-06-02,13.0,149.0,24.0,0.0,0.0,E54000012
2020-06-03,12.0,101.0,27.0,0.0,0.0,E54000012
2020-06-04,8.0,96.0,13.0,0.0,0.0,E54000012
2020-06-05,10.0,102.0,14.0,0.0,0.0,E54000012
2020-06-06,,25.0,11.0,0.0,0.0,E54000012
2020-06-07,,21.0,10.0,0.0,0.0,E54000012
2020-06-08,22.0,114.0,16.0,0.0,0.0,E54000012
2020-06-09,,89.0,12.0,0.0,0.0,E54000012
2020-06-10,44.0,72.0,12.0,0.0,0.0,E54000012
2020-06-11,7.0,69.0,14.0,0.0,0.0,E54000012
2020-06-12,9.0,64.0,27.0,0.0,0.0,E54000012
2020-06-13,11.0,28.0,18.0,0.0,0.0,E54000012
2020-06-14,6.0,31.0,16.0,0.0,0.0,E54000012
2020-06-15,32.0,108.0,20.0,0.0,0.0,E54000012
2020-06-16,26.0,90.0,18.0,0.0,0.0,E54000012
2020-06-17,13.0,115.0,22.0,0.0,0.0,E54000012
2020-06-18,19.0,79.0,11.0,0.0,0.0,E54000012
2020-06-19,13.0,65.0,12.0,0.0,0.0,E54000012
2020-06-20,10.0,15.0,9.0,0.0,0.0,E54000012
2020-06-21,,24.0,13.0,0.0,0.0,E54000012
2020-06-22,,93.0,18.0,0.0,0.0,E54000012
2020-06-23,15.0,83.0,13.0,0.0,0.0,E54000012
2020-06-24,11.0,55.0,8.0,0.0,0.0,E54000012
2020-06-25,6.0,80.0,9.0,0.0,0.0,E54000012
2020-06-26,13.0,55.0,,0.0,0.0,E54000012
2020-06-27,,18.0,6.0,0.0,0.0,E54000012
2020-06-28,,29.0,6.0,0.0,0.0,E54000012
2020-06-29,,106.0,,0.0,0.0,E54000012
2020-06-30,7.0,115.0,9.0,0.0,0.0,E54000012
2020-07-01,,87.0,8.0,0.0,0.0,E54000012
2020-07-02,,73.0,6.0,0.0,0.0,E54000012
2020-07-03,10.0,60.0,,0.0,0.0,E54000012
2020-07-04,,28.0,,0.0,0.0,E54000012
2020-07-05,,22.0,6.0,0.0,0.0,E54000012
2020-07-06,,88.0,,0.0,0.0,E54000012
2020-07-07,,51.0,6.0,0.0,0.0,E54000012
2020-07-08,6.0,64.0,,0.0,0.0,E54000012
2020-07-09,0.0,11.0,0.0,0.0,0.0,E54000012
2020-02-01,0.0,,0.0,507.0,0.0,E54000013
2020-02-02,0.0,0.0,0.0,484.0,0.0,E54000013
2020-02-03,0.0,0.0,0.0,609.0,0.0,E54000013
2020-02-04,0.0,0.0,0.0,510.0,0.0,E54000013
2020-02-05,0.0,0.0,0.0,524.0,0.0,E54000013
2020-02-06,0.0,0.0,0.0,483.0,0.0,E54000013
2020-02-07,0.0,0.0,0.0,548.0,0.0,E54000013
2020-02-08,0.0,0.0,0.0,517.0,0.0,E54000013
2020-02-09,0.0,0.0,0.0,507.0,0.0,E54000013
2020-02-10,0.0,,0.0,540.0,0.0,E54000013
2020-02-11,0.0,,0.0,545.0,0.0,E54000013
2020-02-12,0.0,0.0,0.0,538.0,0.0,E54000013
2020-02-13,0.0,,0.0,492.0,0.0,E54000013
2020-02-14,0.0,,0.0,478.0,0.0,E54000013
2020-02-15,0.0,,0.0,575.0,0.0,E54000013
2020-02-16,0.0,,0.0,522.0,0.0,E54000013
2020-02-17,0.0,,0.0,554.0,0.0,E54000013
2020-02-18,0.0,0.0,0.0,504.0,0.0,E54000013
2020-02-19,0.0,,0.0,502.0,0.0,E54000013
2020-02-20,0.0,,0.0,463.0,0.0,E54000013
2020-02-21,0.0,,0.0,498.0,0.0,E54000013
2020-02-22,0.0,,0.0,552.0,0.0,E54000013
2020-02-23,0.0,0.0,0.0,545.0,0.0,E54000013
2020-02-24,0.0,,0.0,619.0,0.0,E54000013
2020-02-25,0.0,11.0,0.0,570.0,0.0,E54000013
2020-02-26,0.0,21.0,0.0,572.0,0.0,E54000013
2020-02-27,0.0,15.0,0.0,514.0,0.0,E54000013
2020-02-28,0.0,10.0,0.0,466.0,0.0,E54000013
2020-02-29,0.0,10.0,0.0,545.0,0.0,E54000013
2020-03-01,,6.0,0.0,586.0,0.0,E54000013
2020-03-02,0.0,9.0,0.0,612.0,0.0,E54000013
2020-03-03,0.0,6.0,,547.0,0.0,E54000013
2020-03-04,0.0,9.0,0.0,541.0,0.0,E54000013
2020-03-05,,,0.0,538.0,0.0,E54000013
2020-03-06,0.0,18.0,0.0,548.0,0.0,E54000013
2020-03-07,0.0,0.0,0.0,582.0,0.0,E54000013
2020-03-08,0.0,,0.0,585.0,0.0,E54000013
2020-03-09,,18.0,,581.0,0.0,E54000013
2020-03-10,,21.0,,557.0,0.0,E54000013
2020-03-11,,24.0,,593.0,0.0,E54000013
2020-03-12,0.0,15.0,,420.0,0.0,E54000013
2020-03-13,0.0,42.0,0.0,408.0,0.0,E54000013
2020-03-14,,,0.0,536.0,0.0,E54000013
2020-03-15,,,,515.0,0.0,E54000013
2020-03-16,,774.0,0.0,535.0,0.0,E54000013
2020-03-17,8.0,285.0,,414.0,0.0,E54000013
2020-03-18,,233.0,,403.0,0.0,E54000013
2020-03-19,,171.0,,337.0,0.0,E54000013
2020-03-20,6.0,192.0,,285.0,0.0,E54000013
2020-03-21,0.0,19.0,,380.0,0.0,E54000013
2020-03-22,0.0,32.0,,327.0,0.0,E54000013
2020-03-23,6.0,290.0,8.0,320.0,,E54000013
2020-03-24,,176.0,7.0,256.0,0.0,E54000013
2020-03-25,,216.0,8.0,282.0,,E54000013
2020-03-26,8.0,165.0,20.0,324.0,,E54000013
2020-03-27,,229.0,13.0,272.0,,E54000013
2020-03-28,,52.0,21.0,262.0,,E54000013
2020-03-29,,52.0,15.0,229.0,,E54000013
2020-03-30,11.0,249.0,22.0,282.0,,E54000013
2020-03-31,8.0,236.0,22.0,274.0,,E54000013
2020-04-01,15.0,464.0,26.0,213.0,,E54000013
2020-04-02,23.0,294.0,14.0,204.0,6.0,E54000013
2020-04-03,16.0,297.0,33.0,193.0,,E54000013
2020-04-04,,23.0,16.0,216.0,,E54000013
2020-04-05,6.0,40.0,16.0,165.0,,E54000013
2020-04-06,19.0,293.0,29.0,211.0,,E54000013
2020-04-07,14.0,254.0,26.0,232.0,,E54000013
2020-04-08,13.0,430.0,12.0,194.0,,E54000013
2020-04-09,18.0,302.0,17.0,202.0,6.0,E54000013
2020-04-10,19.0,378.0,27.0,167.0,10.0,E54000013
2020-04-11,,34.0,21.0,199.0,9.0,E54000013
2020-04-12,,21.0,27.0,190.0,,E54000013
2020-04-13,16.0,472.0,20.0,159.0,,E54000013
2020-04-14,20.0,1242.0,29.0,192.0,,E54000013
2020-04-15,22.0,310.0,23.0,188.0,,E54000013
2020-04-16,9.0,256.0,32.0,220.0,,E54000013
2020-04-17,19.0,201.0,23.0,247.0,7.0,E54000013
2020-04-18,10.0,23.0,8.0,0.0,,E54000013
2020-04-19,12.0,26.0,25.0,0.0,6.0,E54000013
2020-04-20,10.0,314.0,22.0,0.0,7.0,E54000013
2020-04-21,11.0,228.0,13.0,0.0,,E54000013
2020-04-22,18.0,307.0,15.0,0.0,,E54000013
2020-04-23,11.0,348.0,19.0,0.0,7.0,E54000013
2020-04-24,12.0,290.0,30.0,0.0,,E54000013
2020-04-25,9.0,36.0,20.0,0.0,,E54000013
2020-04-26,9.0,44.0,28.0,0.0,6.0,E54000013
2020-04-27,13.0,353.0,21.0,0.0,,E54000013
2020-04-28,19.0,279.0,28.0,0.0,,E54000013
2020-04-29,19.0,236.0,31.0,0.0,6.0,E54000013
2020-04-30,11.0,246.0,22.0,0.0,,E54000013
2020-05-01,21.0,245.0,28.0,0.0,,E54000013
2020-05-02,11.0,55.0,19.0,0.0,,E54000013
2020-05-03,7.0,70.0,12.0,0.0,,E54000013
2020-05-04,23.0,278.0,23.0,0.0,,E54000013
2020-05-05,20.0,174.0,32.0,0.0,,E54000013
2020-05-06,19.0,224.0,32.0,0.0,,E54000013
2020-05-07,13.0,222.0,27.0,0.0,0.0,E54000013
2020-05-08,12.0,118.0,27.0,0.0,,E54000013
2020-05-09,11.0,58.0,14.0,0.0,,E54000013
2020-05-10,8.0,55.0,22.0,0.0,0.0,E54000013
2020-05-11,21.0,192.0,23.0,0.0,0.0,E54000013
2020-05-12,12.0,312.0,30.0,0.0,,E54000013
2020-05-13,17.0,227.0,30.0,0.0,,E54000013
2020-05-14,10.0,180.0,14.0,0.0,,E54000013
2020-05-15,19.0,208.0,21.0,0.0,,E54000013
2020-05-16,11.0,73.0,17.0,0.0,,E54000013
2020-05-17,,67.0,10.0,0.0,0.0,E54000013
2020-05-18,16.0,235.0,21.0,0.0,,E54000013
2020-05-19,8.0,178.0,27.0,0.0,0.0,E54000013
2020-05-20,8.0,174.0,19.0,0.0,,E54000013
2020-05-21,11.0,193.0,17.0,0.0,,E54000013
2020-05-22,11.0,123.0,12.0,0.0,,E54000013
2020-05-23,8.0,50.0,13.0,0.0,,E54000013
2020-05-24,,50.0,8.0,0.0,,E54000013
2020-05-25,7.0,38.0,13.0,0.0,,E54000013
2020-05-26,20.0,176.0,9.0,0.0,,E54000013
2020-05-27,,185.0,10.0,0.0,,E54000013
2020-05-28,7.0,174.0,14.0,0.0,,E54000013
2020-05-29,9.0,86.0,10.0,0.0,,E54000013
2020-05-30,,37.0,,0.0,,E54000013
2020-05-31,,39.0,15.0,0.0,,E54000013
2020-06-01,9.0,176.0,11.0,0.0,,E54000013
2020-06-02,8.0,176.0,11.0,0.0,0.0,E54000013
2020-06-03,,147.0,11.0,0.0,0.0,E54000013
2020-06-04,,146.0,6.0,0.0,0.0,E54000013
2020-06-05,6.0,171.0,17.0,0.0,0.0,E54000013
2020-06-06,,35.0,11.0,0.0,0.0,E54000013
2020-06-07,,43.0,8.0,0.0,0.0,E54000013
2020-06-08,8.0,164.0,12.0,0.0,0.0,E54000013
2020-06-09,,134.0,12.0,0.0,0.0,E54000013
2020-06-10,,120.0,10.0,0.0,0.0,E54000013
2020-06-11,,131.0,,0.0,0.0,E54000013
2020-06-12,,133.0,14.0,0.0,0.0,E54000013
2020-06-13,,43.0,,0.0,0.0,E54000013
2020-06-14,6.0,32.0,7.0,0.0,0.0,E54000013
2020-06-15,14.0,147.0,,0.0,0.0,E54000013
2020-06-16,9.0,118.0,,0.0,0.0,E54000013
2020-06-17,6.0,134.0,,0.0,0.0,E54000013
2020-06-18,8.0,141.0,,0.0,0.0,E54000013
2020-06-19,,118.0,,0.0,0.0,E54000013
2020-06-20,,52.0,,0.0,0.0,E54000013
2020-06-21,,32.0,11.0,0.0,0.0,E54000013
2020-06-22,,164.0,,0.0,0.0,E54000013
2020-06-23,7.0,128.0,,0.0,0.0,E54000013
2020-06-24,,175.0,,0.0,0.0,E54000013
2020-06-25,,133.0,,0.0,0.0,E54000013
2020-06-26,,119.0,,0.0,0.0,E54000013
2020-06-27,,43.0,,0.0,0.0,E54000013
2020-06-28,,45.0,,0.0,0.0,E54000013
2020-06-29,,195.0,,0.0,0.0,E54000013
2020-06-30,,133.0,,0.0,0.0,E54000013
2020-07-01,,124.0,,0.0,0.0,E54000013
2020-07-02,,134.0,,0.0,0.0,E54000013
2020-07-03,0.0,161.0,,0.0,0.0,E54000013
2020-07-04,,40.0,,0.0,0.0,E54000013
2020-07-05,,47.0,7.0,0.0,0.0,E54000013
2020-07-06,,155.0,6.0,0.0,0.0,E54000013
2020-07-07,,115.0,,0.0,0.0,E54000013
2020-07-08,0.0,99.0,,0.0,0.0,E54000013
2020-07-09,,13.0,0.0,0.0,0.0,E54000013
2020-02-01,,0.0,0.0,584.0,0.0,E54000014
2020-02-02,0.0,0.0,0.0,596.0,0.0,E54000014
2020-02-03,0.0,,0.0,712.0,0.0,E54000014
2020-02-04,0.0,0.0,0.0,655.0,0.0,E54000014
2020-02-05,0.0,0.0,0.0,628.0,0.0,E54000014
2020-02-06,0.0,,0.0,630.0,0.0,E54000014
2020-02-07,,0.0,0.0,561.0,0.0,E54000014
2020-02-08,0.0,0.0,0.0,562.0,0.0,E54000014
2020-02-09,0.0,0.0,0.0,573.0,0.0,E54000014
2020-02-10,0.0,,0.0,541.0,0.0,E54000014
2020-02-11,0.0,0.0,0.0,596.0,0.0,E54000014
2020-02-12,0.0,0.0,0.0,624.0,0.0,E54000014
2020-02-13,0.0,0.0,0.0,652.0,0.0,E54000014
2020-02-14,0.0,,0.0,550.0,0.0,E54000014
2020-02-15,0.0,0.0,0.0,602.0,0.0,E54000014
2020-02-16,0.0,0.0,0.0,594.0,0.0,E54000014
2020-02-17,0.0,0.0,0.0,608.0,0.0,E54000014
2020-02-18,,,0.0,580.0,0.0,E54000014
2020-02-19,0.0,0.0,0.0,568.0,0.0,E54000014
2020-02-20,0.0,0.0,0.0,593.0,0.0,E54000014
2020-02-21,0.0,,,588.0,0.0,E54000014
2020-02-22,0.0,0.0,0.0,605.0,0.0,E54000014
2020-02-23,0.0,0.0,0.0,636.0,0.0,E54000014
2020-02-24,0.0,,0.0,710.0,0.0,E54000014
2020-02-25,0.0,,0.0,653.0,0.0,E54000014
2020-02-26,0.0,,0.0,633.0,0.0,E54000014
2020-02-27,0.0,,0.0,636.0,0.0,E54000014
2020-02-28,0.0,,0.0,581.0,0.0,E54000014
2020-02-29,0.0,,0.0,609.0,0.0,E54000014
2020-03-01,,,0.0,687.0,0.0,E54000014
2020-03-02,,0.0,0.0,754.0,0.0,E54000014
2020-03-03,0.0,,,647.0,0.0,E54000014
2020-03-04,0.0,,0.0,613.0,0.0,E54000014
2020-03-05,,,0.0,646.0,0.0,E54000014
2020-03-06,0.0,7.0,,635.0,0.0,E54000014
2020-03-07,0.0,0.0,,636.0,0.0,E54000014
2020-03-08,0.0,,0.0,651.0,0.0,E54000014
2020-03-09,,25.0,0.0,692.0,0.0,E54000014
2020-03-10,,40.0,,681.0,0.0,E54000014
2020-03-11,,26.0,,658.0,0.0,E54000014
2020-03-12,,39.0,,641.0,0.0,E54000014
2020-03-13,,89.0,,590.0,,E54000014
2020-03-14,,10.0,8.0,531.0,0.0,E54000014
2020-03-15,,10.0,7.0,380.0,0.0,E54000014
2020-03-16,11.0,291.0,,584.0,,E54000014
2020-03-17,,469.0,7.0,457.0,,E54000014
2020-03-18,9.0,307.0,13.0,395.0,,E54000014
2020-03-19,,227.0,12.0,389.0,,E54000014
2020-03-20,8.0,192.0,10.0,386.0,0.0,E54000014
2020-03-21,,38.0,13.0,432.0,,E54000014
2020-03-22,7.0,23.0,9.0,402.0,,E54000014
2020-03-23,10.0,304.0,12.0,375.0,,E54000014
2020-03-24,15.0,238.0,23.0,322.0,6.0,E54000014
2020-03-25,58.0,749.0,23.0,333.0,,E54000014
2020-03-26,30.0,165.0,47.0,327.0,,E54000014
2020-03-27,19.0,284.0,32.0,296.0,7.0,E54000014
2020-03-28,,87.0,24.0,311.0,7.0,E54000014
2020-03-29,10.0,101.0,30.0,273.0,,E54000014
2020-03-30,28.0,328.0,37.0,310.0,,E54000014
2020-03-31,23.0,352.0,46.0,341.0,9.0,E54000014
2020-04-01,45.0,651.0,30.0,281.0,11.0,E54000014
2020-04-02,26.0,631.0,52.0,322.0,6.0,E54000014
2020-04-03,27.0,530.0,44.0,333.0,10.0,E54000014
2020-04-04,23.0,68.0,33.0,319.0,22.0,E54000014
2020-04-05,16.0,61.0,26.0,246.0,16.0,E54000014
2020-04-06,31.0,531.0,37.0,324.0,17.0,E54000014
2020-04-07,33.0,462.0,52.0,319.0,12.0,E54000014
2020-04-08,28.0,416.0,33.0,347.0,20.0,E54000014
2020-04-09,29.0,376.0,50.0,301.0,15.0,E54000014
2020-04-10,19.0,267.0,22.0,334.0,14.0,E54000014
2020-04-11,17.0,60.0,32.0,397.0,18.0,E54000014
2020-04-12,18.0,30.0,48.0,370.0,25.0,E54000014
2020-04-13,32.0,399.0,44.0,214.0,11.0,E54000014
2020-04-14,96.0,1301.0,53.0,280.0,12.0,E54000014
2020-04-15,36.0,678.0,48.0,355.0,16.0,E54000014
2020-04-16,28.0,776.0,67.0,228.0,16.0,E54000014
2020-04-17,88.0,327.0,74.0,378.0,18.0,E54000014
2020-04-18,13.0,51.0,41.0,0.0,17.0,E54000014
2020-04-19,11.0,37.0,46.0,0.0,13.0,E54000014
2020-04-20,101.0,619.0,39.0,0.0,17.0,E54000014
2020-04-21,31.0,419.0,54.0,0.0,15.0,E54000014
2020-04-22,23.0,464.0,88.0,0.0,15.0,E54000014
2020-04-23,18.0,276.0,72.0,0.0,17.0,E54000014
2020-04-24,21.0,388.0,61.0,0.0,13.0,E54000014
2020-04-25,10.0,44.0,35.0,0.0,13.0,E54000014
2020-04-26,8.0,31.0,27.0,0.0,14.0,E54000014
2020-04-27,63.0,399.0,65.0,0.0,16.0,E54000014
2020-04-28,41.0,339.0,53.0,0.0,18.0,E54000014
2020-04-29,22.0,271.0,70.0,0.0,15.0,E54000014
2020-04-30,33.0,303.0,49.0,0.0,13.0,E54000014
2020-05-01,19.0,283.0,47.0,0.0,13.0,E54000014
2020-05-02,8.0,30.0,25.0,0.0,11.0,E54000014
2020-05-03,,34.0,32.0,0.0,19.0,E54000014
2020-05-04,22.0,376.0,30.0,0.0,12.0,E54000014
2020-05-05,29.0,333.0,30.0,0.0,8.0,E54000014
2020-05-06,27.0,425.0,19.0,0.0,8.0,E54000014
2020-05-07,30.0,378.0,25.0,0.0,12.0,E54000014
2020-05-08,9.0,45.0,32.0,0.0,7.0,E54000014
2020-05-09,8.0,36.0,15.0,0.0,7.0,E54000014
2020-05-10,7.0,31.0,14.0,0.0,,E54000014
2020-05-11,17.0,385.0,37.0,0.0,,E54000014
2020-05-12,16.0,395.0,38.0,0.0,,E54000014
2020-05-13,19.0,385.0,32.0,0.0,,E54000014
2020-05-14,14.0,321.0,29.0,0.0,11.0,E54000014
2020-05-15,16.0,255.0,28.0,0.0,,E54000014
2020-05-16,,42.0,19.0,0.0,,E54000014
2020-05-17,,24.0,10.0,0.0,,E54000014
2020-05-18,20.0,334.0,29.0,0.0,9.0,E54000014
2020-05-19,27.0,323.0,25.0,0.0,6.0,E54000014
2020-05-20,17.0,236.0,33.0,0.0,,E54000014
2020-05-21,12.0,231.0,27.0,0.0,,E54000014
2020-05-22,6.0,255.0,22.0,0.0,,E54000014
2020-05-23,9.0,15.0,10.0,0.0,,E54000014
2020-05-24,,27.0,16.0,0.0,,E54000014
2020-05-25,,11.0,17.0,0.0,,E54000014
2020-05-26,16.0,218.0,15.0,0.0,6.0,E54000014
2020-05-27,13.0,230.0,26.0,0.0,,E54000014
2020-05-28,8.0,151.0,30.0,0.0,,E54000014
2020-05-29,9.0,171.0,16.0,0.0,,E54000014
2020-05-30,,12.0,22.0,0.0,,E54000014
2020-05-31,,6.0,16.0,0.0,,E54000014
2020-06-01,12.0,190.0,34.0,0.0,0.0,E54000014
2020-06-02,,211.0,27.0,0.0,0.0,E54000014
2020-06-03,6.0,209.0,10.0,0.0,0.0,E54000014
2020-06-04,9.0,190.0,23.0,0.0,0.0,E54000014
2020-06-05,8.0,181.0,25.0,0.0,0.0,E54000014
2020-06-06,,23.0,9.0,0.0,0.0,E54000014
2020-06-07,,19.0,10.0,0.0,0.0,E54000014
2020-06-08,7.0,173.0,14.0,0.0,0.0,E54000014
2020-06-09,8.0,219.0,13.0,0.0,0.0,E54000014
2020-06-10,8.0,173.0,12.0,0.0,0.0,E54000014
2020-06-11,6.0,199.0,12.0,0.0,0.0,E54000014
2020-06-12,,219.0,7.0,0.0,0.0,E54000014
2020-06-13,9.0,23.0,,0.0,0.0,E54000014
2020-06-14,,8.0,,0.0,0.0,E54000014
2020-06-15,11.0,212.0,15.0,0.0,0.0,E54000014
2020-06-16,11.0,171.0,7.0,0.0,0.0,E54000014
2020-06-17,21.0,249.0,10.0,0.0,0.0,E54000014
2020-06-18,14.0,172.0,11.0,0.0,0.0,E54000014
2020-06-19,15.0,177.0,10.0,0.0,0.0,E54000014
2020-06-20,7.0,29.0,,0.0,0.0,E54000014
2020-06-21,9.0,16.0,8.0,0.0,0.0,E54000014
2020-06-22,6.0,165.0,6.0,0.0,0.0,E54000014
2020-06-23,6.0,177.0,8.0,0.0,0.0,E54000014
2020-06-24,6.0,197.0,,0.0,0.0,E54000014
2020-06-25,14.0,204.0,,0.0,0.0,E54000014
2020-06-26,9.0,130.0,7.0,0.0,0.0,E54000014
2020-06-27,,26.0,,0.0,0.0,E54000014
2020-06-28,,16.0,,0.0,0.0,E54000014
2020-06-29,8.0,165.0,7.0,0.0,0.0,E54000014
2020-06-30,19.0,155.0,,0.0,0.0,E54000014
2020-07-01,15.0,177.0,0.0,0.0,0.0,E54000014
2020-07-02,11.0,140.0,,0.0,0.0,E54000014
2020-07-03,,121.0,,0.0,0.0,E54000014
2020-07-04,,37.0,6.0,0.0,0.0,E54000014
2020-07-05,,24.0,,0.0,0.0,E54000014
2020-07-06,7.0,125.0,,0.0,0.0,E54000014
2020-07-07,6.0,147.0,,0.0,0.0,E54000014
2020-07-08,11.0,101.0,0.0,0.0,0.0,E54000014
2020-07-09,0.0,10.0,0.0,0.0,0.0,E54000014
2020-02-01,,,0.0,562.0,0.0,E54000015
2020-02-02,0.0,0.0,0.0,558.0,0.0,E54000015
2020-02-03,0.0,0.0,0.0,656.0,0.0,E54000015
2020-02-04,0.0,0.0,0.0,553.0,0.0,E54000015
2020-02-05,0.0,0.0,0.0,586.0,0.0,E54000015
2020-02-06,0.0,0.0,0.0,564.0,0.0,E54000015
2020-02-07,0.0,,0.0,545.0,0.0,E54000015
2020-02-08,0.0,0.0,0.0,532.0,0.0,E54000015
2020-02-09,0.0,,0.0,523.0,0.0,E54000015
2020-02-10,0.0,0.0,0.0,611.0,0.0,E54000015
2020-02-11,0.0,,0.0,585.0,0.0,E54000015
2020-02-12,0.0,0.0,0.0,595.0,0.0,E54000015
2020-02-13,0.0,,0.0,530.0,0.0,E54000015
2020-02-14,0.0,0.0,0.0,545.0,0.0,E54000015
2020-02-15,0.0,0.0,0.0,526.0,0.0,E54000015
2020-02-16,0.0,0.0,0.0,525.0,0.0,E54000015
2020-02-17,0.0,,0.0,635.0,0.0,E54000015
2020-02-18,0.0,0.0,0.0,544.0,0.0,E54000015
2020-02-19,0.0,0.0,0.0,571.0,0.0,E54000015
2020-02-20,0.0,,0.0,519.0,0.0,E54000015
2020-02-21,0.0,,0.0,527.0,0.0,E54000015
2020-02-22,,0.0,0.0,504.0,0.0,E54000015
2020-02-23,0.0,,0.0,548.0,0.0,E54000015
2020-02-24,0.0,0.0,0.0,614.0,0.0,E54000015
2020-02-25,0.0,,0.0,603.0,0.0,E54000015
2020-02-26,0.0,,0.0,599.0,0.0,E54000015
2020-02-27,0.0,,0.0,606.0,0.0,E54000015
2020-02-28,0.0,,0.0,569.0,0.0,E54000015
2020-02-29,,0.0,0.0,548.0,0.0,E54000015
2020-03-01,,0.0,,552.0,0.0,E54000015
2020-03-02,0.0,,0.0,621.0,0.0,E54000015
2020-03-03,,0.0,0.0,592.0,0.0,E54000015
2020-03-04,0.0,,0.0,577.0,0.0,E54000015
2020-03-05,0.0,,,564.0,0.0,E54000015
2020-03-06,,10.0,0.0,630.0,0.0,E54000015
2020-03-07,,,0.0,537.0,0.0,E54000015
2020-03-08,,,0.0,521.0,0.0,E54000015
2020-03-09,0.0,9.0,,642.0,0.0,E54000015
2020-03-10,0.0,348.0,0.0,555.0,0.0,E54000015
2020-03-11,,326.0,,559.0,0.0,E54000015
2020-03-12,,221.0,,530.0,0.0,E54000015
2020-03-13,6.0,323.0,,477.0,0.0,E54000015
2020-03-14,,,0.0,462.0,,E54000015
2020-03-15,0.0,7.0,,449.0,0.0,E54000015
2020-03-16,8.0,486.0,,545.0,,E54000015
2020-03-17,,500.0,6.0,416.0,0.0,E54000015
2020-03-18,,428.0,16.0,401.0,,E54000015
2020-03-19,7.0,367.0,21.0,340.0,,E54000015
2020-03-20,,456.0,8.0,373.0,,E54000015
2020-03-21,6.0,11.0,12.0,336.0,,E54000015
2020-03-22,,10.0,27.0,329.0,,E54000015
